Location,Year,Month,Rainfall
Melbourne,2010,7,30.8
Melbourne,2010,8,64.6
Melbourne,2010,9,53.0
Melbourne,2010,10,144.8
Melbourne,2010,11,115.19999999999999
Melbourne,2010,12,85.2
Melbourne,2011,1,89.39999999999999
Melbourne,2011,2,126.00000000000001
Melbourne,2011,3,30.400000000000002
Melbourne,2011,5,68.39999999999999
Melbourne,2011,6,32.6
Melbourne,2011,7,36.4
Melbourne,2011,8,19.400000000000002
Melbourne,2011,9,72.0
Melbourne,2011,10,63.2
Melbourne,2011,11,108.8
Melbourne,2011,12,80.2
Melbourne,2012,1,29.4
Melbourne,2012,2,59.800000000000004
Melbourne,2012,3,59.0
Melbourne,2012,4,50.6
Melbourne,2012,5,82.6
Melbourne,2012,6,70.6
Melbourne,2012,7,59.0
Melbourne,2012,8,52.8
Melbourne,2012,9,39.199999999999996
Melbourne,2012,10,29.8
Melbourne,2012,11,37.2
Melbourne,2013,1,7.6000000000000005
Melbourne,2013,3,41.4
Melbourne,2013,4,28.0
Melbourne,2013,5,38.0
Melbourne,2013,6,99.8
Melbourne,2013,7,62.4
Melbourne,2013,8,58.6
Melbourne,2013,9,87.2
Melbourne,2013,10,51.4
Melbourne,2013,11,59.199999999999996
Melbourne,2013,12,41.0
Melbourne,2014,1,13.6
Melbourne,2014,2,25.6
Melbourne,2014,3,26.2
Melbourne,2014,4,76.8
Melbourne,2014,5,35.199999999999996
Melbourne,2014,6,53.4
Melbourne,2014,7,19.0
Melbourne,2014,8,37.2
Melbourne,2014,9,34.2
Melbourne,2014,10,52.2
Melbourne,2014,11,59.599999999999994
Melbourne,2014,12,39.8
Melbourne,2015,1,5.6000000000000005
Melbourne,2015,2,0.0
Melbourne,2015,3,0.0
Melbourne,2015,4,0.0
Melbourne,2015,5,0.0
Melbourne,2015,6,0.0
Melbourne,2015,7,0.0
Melbourne,2015,8,0.0
Melbourne,2015,9,0.0
Melbourne,2015,10,0.0
Melbourne,2015,11,0.0
Melbourne,2015,12,0.0
Melbourne,2016,1,0.0
Melbourne,2016,2,0.0
Melbourne,2016,3,0.0
Melbourne,2016,4,0.0
Melbourne,2016,5,57.0
Melbourne,2016,6,54.4
Melbourne,2016,7,64.2
Melbourne,2016,8,61.2
Melbourne,2016,9,87.2
Melbourne,2016,10,63.4
Melbourne,2016,11,31.4
Melbourne,2016,12,39.599999999999994
Melbourne,2017,1,31.6
Melbourne,2017,2,40.199999999999996
Melbourne,2017,3,26.400000000000002
Melbourne,2017,4,123.4
Melbourne,2017,5,25.0
Melbourne,2017,6,11.0
Melbourne Airport,2009,1,1.6
Melbourne Airport,2009,2,6.0
Melbourne Airport,2009,3,35.8
Melbourne Airport,2009,4,33.4
Melbourne Airport,2009,5,11.200000000000001
Melbourne Airport,2009,6,19.4
Melbourne Airport,2009,7,25.2
Melbourne Airport,2009,8,35.6
Melbourne Airport,2009,9,55.0
Melbourne Airport,2009,10,20.200000000000003
Melbourne Airport,2009,11,117.0
Melbourne Airport,2009,12,37.400000000000006
Melbourne Airport,2010,1,26.799999999999997
Melbourne Airport,2010,2,36.6
Melbourne Airport,2010,3,88.0
Melbourne Airport,2010,4,18.0
Melbourne Airport,2010,5,31.4
Melbourne Airport,2010,6,47.0
Melbourne Airport,2010,7,27.4
Melbourne Airport,2010,8,64.8
Melbourne Airport,2010,9,42.0
Melbourne Airport,2010,10,131.2
Melbourne Airport,2010,11,130.0
Melbourne Airport,2010,12,84.2
Melbourne Airport,2011,1,97.2
Melbourne Airport,2011,2,87.39999999999999
Melbourne Airport,2011,3,26.8
Melbourne Airport,2011,5,42.8
Melbourne Airport,2011,6,20.2
Melbourne Airport,2011,7,22.2
Melbourne Airport,2011,8,15.4
Melbourne Airport,2011,9,76.0
Melbourne Airport,2011,10,72.8
Melbourne Airport,2011,11,112.0
Melbourne Airport,2011,12,60.6
Melbourne Airport,2012,1,10.6
Melbourne Airport,2012,2,81.6
Melbourne Airport,2012,3,64.0
Melbourne Airport,2012,4,35.4
Melbourne Airport,2012,5,54.0
Melbourne Airport,2012,6,55.4
Melbourne Airport,2012,7,34.2
Melbourne Airport,2012,8,50.4
Melbourne Airport,2012,9,29.8
Melbourne Airport,2012,10,25.0
Melbourne Airport,2012,11,22.4
Melbourne Airport,2013,1,9.799999999999999
Melbourne Airport,2013,3,44.2
Melbourne Airport,2013,4,24.2
Melbourne Airport,2013,5,26.0
Melbourne Airport,2013,6,126.0
Melbourne Airport,2013,7,35.0
Melbourne Airport,2013,8,38.199999999999996
Melbourne Airport,2013,9,66.0
Melbourne Airport,2013,10,42.6
Melbourne Airport,2013,11,56.8
Melbourne Airport,2013,12,35.8
Melbourne Airport,2014,1,8.4
Melbourne Airport,2014,2,14.0
Melbourne Airport,2014,3,25.4
Melbourne Airport,2014,4,65.6
Melbourne Airport,2014,5,17.8
Melbourne Airport,2014,6,44.4
Melbourne Airport,2014,7,20.6
Melbourne Airport,2014,8,31.2
Melbourne Airport,2014,9,47.2
Melbourne Airport,2014,10,36.4
Melbourne Airport,2014,11,50.199999999999996
Melbourne Airport,2014,12,41.4
Melbourne Airport,2015,1,30.0
Melbourne Airport,2015,2,38.8
Melbourne Airport,2015,3,22.2
Melbourne Airport,2015,4,35.199999999999996
Melbourne Airport,2015,5,25.4
Melbourne Airport,2015,6,23.4
Melbourne Airport,2015,7,63.6
Melbourne Airport,2015,8,19.4
Melbourne Airport,2015,9,27.799999999999997
Melbourne Airport,2015,10,16.6
Melbourne Airport,2015,11,54.2
Melbourne Airport,2015,12,44.800000000000004
Melbourne Airport,2016,1,44.8
Melbourne Airport,2016,2,4.4
Melbourne Airport,2016,3,27.2
Melbourne Airport,2016,4,36.4
Melbourne Airport,2016,5,47.0
Melbourne Airport,2016,6,66.4
Melbourne Airport,2016,7,63.4
Melbourne Airport,2016,8,30.599999999999998
Melbourne Airport,2016,9,99.8
Melbourne Airport,2016,10,77.39999999999999
Melbourne Airport,2016,11,39.8
Melbourne Airport,2016,12,77.4
Melbourne Airport,2017,1,25.6
Melbourne Airport,2017,2,32.4
Melbourne Airport,2017,3,33.4
Melbourne Airport,2017,4,98.2
Melbourne Airport,2017,5,20.0
Melbourne Airport,2017,6,14.8
Mildura,2009,1,0.8
Mildura,2009,2,0.0
Mildura,2009,3,24.0
Mildura,2009,4,21.8
Mildura,2009,5,9.4
Mildura,2009,6,37.0
Mildura,2009,7,11.8
Mildura,2009,8,8.2
Mildura,2009,9,30.4
Mildura,2009,10,10.8
Mildura,2009,11,65.6
Mildura,2009,12,13.2
Mildura,2010,1,8.4
Mildura,2010,2,19.799999999999997
Mildura,2010,3,35.8
Mildura,2010,4,18.8
Mildura,2010,5,51.2
Mildura,2010,6,14.600000000000001
Mildura,2010,7,25.6
Mildura,2010,8,28.8
Mildura,2010,9,54.8
Mildura,2010,10,88.80000000000001
Mildura,2010,11,103.6
Mildura,2010,12,141.0
Mildura,2011,1,129.39999999999998
Mildura,2011,2,192.6
Mildura,2011,3,119.8
Mildura,2011,5,14.200000000000001
Mildura,2011,6,10.6
Mildura,2011,7,15.2
Mildura,2011,8,20.8
Mildura,2011,9,7.199999999999999
Mildura,2011,10,27.400000000000002
Mildura,2011,11,43.400000000000006
Mildura,2011,12,61.8
Mildura,2012,1,12.6
Mildura,2012,2,36.599999999999994
Mildura,2012,3,64.2
Mildura,2012,4,4.0
Mildura,2012,5,2.4
Mildura,2012,6,8.0
Mildura,2012,7,41.4
Mildura,2012,8,16.2
Mildura,2012,9,13.2
Mildura,2012,10,6.0
Mildura,2012,11,3.6
Mildura,2013,1,1.2
Mildura,2013,3,10.8
Mildura,2013,4,6.199999999999999
Mildura,2013,5,29.2
Mildura,2013,6,35.800000000000004
Mildura,2013,7,14.8
Mildura,2013,8,10.4
Mildura,2013,9,18.8
Mildura,2013,10,14.4
Mildura,2013,11,2.4
Mildura,2013,12,57.8
Mildura,2014,1,0.6000000000000001
Mildura,2014,2,67.2
Mildura,2014,3,29.2
Mildura,2014,4,57.6
Mildura,2014,5,22.8
Mildura,2014,6,6.3999999999999995
Mildura,2014,7,13.0
Mildura,2014,8,18.2
Mildura,2014,9,18.6
Mildura,2014,10,0.6
Mildura,2014,11,13.4
Mildura,2014,12,9.6
Mildura,2015,1,57.0
Mildura,2015,2,0.6
Mildura,2015,3,0.0
Mildura,2015,4,93.0
Mildura,2015,5,10.2
Mildura,2015,6,30.6
Mildura,2015,7,14.3
Mildura,2015,8,12.8
Mildura,2015,9,13.600000000000001
Mildura,2015,10,5.1
Mildura,2015,11,6.4
Mildura,2015,12,1.6
Mildura,2016,1,68.2
Mildura,2016,2,0.2
Mildura,2016,3,0.4
Mildura,2016,4,3.0
Mildura,2016,5,43.4
Mildura,2016,6,18.2
Mildura,2016,7,19.2
Mildura,2016,8,30.799999999999997
Mildura,2016,9,93.6
Mildura,2016,10,24.8
Mildura,2016,11,51.2
Mildura,2016,12,5.6
Mildura,2017,1,29.4
Mildura,2017,2,5.2
Mildura,2017,3,4.2
Mildura,2017,4,44.0
Mildura,2017,5,19.6
Mildura,2017,6,1.8
Moree,2009,1,88.60000000000001
Moree,2009,2,143.39999999999998
Moree,2009,3,1.6
Moree,2009,4,49.0
Moree,2009,5,46.0
Moree,2009,6,19.0
Moree,2009,7,11.6
Moree,2009,8,4.2
Moree,2009,9,23.8
Moree,2009,10,14.200000000000001
Moree,2009,11,14.400000000000002
Moree,2009,12,123.2
Moree,2010,1,76.0
Moree,2010,2,64.0
Moree,2010,3,48.8
Moree,2010,4,12.4
Moree,2010,5,29.4
Moree,2010,6,15.8
Moree,2010,7,83.6
Moree,2010,8,37.8
Moree,2010,9,69.2
Moree,2010,10,80.6
Moree,2010,11,102.0
Moree,2010,12,32.6
Moree,2011,1,27.6
Moree,2011,2,89.0
Moree,2011,3,35.2
Moree,2011,5,22.4
Moree,2011,6,54.8
Moree,2011,7,7.0
Moree,2011,8,56.8
Moree,2011,9,59.2
Moree,2011,10,73.2
Moree,2011,11,222.2
Moree,2011,12,134.8
Moree,2012,1,131.2
Moree,2012,2,207.4
Moree,2012,3,10.0
Moree,2012,4,22.6
Moree,2012,5,40.400000000000006
Moree,2012,6,21.4
Moree,2012,7,95.0
Moree,2012,8,2.8
Moree,2012,9,10.8
Moree,2012,10,9.6
Moree,2012,11,6.0
Moree,2013,1,178.4
Moree,2013,3,81.6
Moree,2013,4,10.4
Moree,2013,5,34.599999999999994
Moree,2013,6,31.8
Moree,2013,7,27.0
Moree,2013,8,4.8
Moree,2013,9,25.0
Moree,2013,10,22.400000000000002
Moree,2013,11,27.4
Moree,2013,12,9.0
Moree,2014,1,21.2
Moree,2014,2,35.6
Moree,2014,3,89.6
Moree,2014,4,10.0
Moree,2014,5,2.4
Moree,2014,6,23.8
Moree,2014,7,5.0
Moree,2014,8,27.799999999999997
Moree,2014,9,24.0
Moree,2014,10,16.2
Moree,2014,11,32.6
Moree,2014,12,66.6
Moree,2015,1,104.8
Moree,2015,2,4.4
Moree,2015,3,60.0
Moree,2015,4,62.6
Moree,2015,5,33.0
Moree,2015,6,62.4
Moree,2015,7,35.0
Moree,2015,8,10.6
Moree,2015,9,4.0
Moree,2015,10,9.6
Moree,2015,11,74.2
Moree,2015,12,61.2
Moree,2016,1,86.0
Moree,2016,2,3.2
Moree,2016,3,8.0
Moree,2016,4,13.6
Moree,2016,5,34.8
Moree,2016,6,63.199999999999996
Moree,2016,7,14.599999999999998
Moree,2016,8,50.0
Moree,2016,9,138.6
Moree,2016,10,56.8
Moree,2016,11,23.200000000000003
Moree,2016,12,35.199999999999996
Moree,2017,1,19.4
Moree,2017,2,12.6
Moree,2017,3,156.2
Moree,2017,4,22.6
Moree,2017,5,52.199999999999996
Moree,2017,6,2.8
Mount Gambier,2008,12,118.39999999999999
Mount Gambier,2009,1,5.4
Mount Gambier,2009,2,1.4000000000000001
Mount Gambier,2009,3,49.800000000000004
Mount Gambier,2009,4,66.2
Mount Gambier,2009,5,29.599999999999998
Mount Gambier,2009,6,59.2
Mount Gambier,2009,7,158.2
Mount Gambier,2009,8,142.4
Mount Gambier,2009,9,116.39999999999999
Mount Gambier,2009,10,75.80000000000001
Mount Gambier,2009,11,55.0
Mount Gambier,2009,12,34.2
Mount Gambier,2010,1,14.0
Mount Gambier,2010,2,47.0
Mount Gambier,2010,3,19.8
Mount Gambier,2010,4,65.8
Mount Gambier,2010,5,49.2
Mount Gambier,2010,6,72.8
Mount Gambier,2010,7,98.19999999999999
Mount Gambier,2010,8,163.0
Mount Gambier,2010,9,78.2
Mount Gambier,2010,10,59.800000000000004
Mount Gambier,2010,11,42.6
Mount Gambier,2010,12,100.8
Mount Gambier,2011,1,121.6
Mount Gambier,2011,2,54.8
Mount Gambier,2011,3,56.6
Mount Gambier,2011,5,82.6
Mount Gambier,2011,6,89.8
Mount Gambier,2011,7,79.2
Mount Gambier,2011,8,97.2
Mount Gambier,2011,9,62.0
Mount Gambier,2011,10,44.800000000000004
Mount Gambier,2011,11,72.6
Mount Gambier,2011,12,29.200000000000003
Mount Gambier,2012,1,13.8
Mount Gambier,2012,2,7.6000000000000005
Mount Gambier,2012,3,49.800000000000004
Mount Gambier,2012,4,45.4
Mount Gambier,2012,5,83.2
Mount Gambier,2012,6,118.0
Mount Gambier,2012,7,78.4
Mount Gambier,2012,8,106.6
Mount Gambier,2012,9,51.6
Mount Gambier,2012,10,31.4
Mount Gambier,2012,11,19.2
Mount Gambier,2013,1,7.4
Mount Gambier,2013,3,27.2
Mount Gambier,2013,4,41.8
Mount Gambier,2013,5,68.8
Mount Gambier,2013,6,82.2
Mount Gambier,2013,7,159.0
Mount Gambier,2013,8,177.8
Mount Gambier,2013,9,58.8
Mount Gambier,2013,10,116.8
Mount Gambier,2013,11,47.4
Mount Gambier,2013,12,30.8
Mount Gambier,2014,1,27.4
Mount Gambier,2014,2,22.200000000000003
Mount Gambier,2014,3,40.4
Mount Gambier,2014,4,62.8
Mount Gambier,2014,5,111.0
Mount Gambier,2014,6,142.6
Mount Gambier,2014,7,84.2
Mount Gambier,2014,8,43.4
Mount Gambier,2014,9,31.8
Mount Gambier,2014,10,25.2
Mount Gambier,2014,11,19.4
Mount Gambier,2014,12,29.0
Mount Gambier,2015,1,45.4
Mount Gambier,2015,2,4.0
Mount Gambier,2015,3,31.4
Mount Gambier,2015,4,61.599999999999994
Mount Gambier,2015,5,94.6
Mount Gambier,2015,6,41.8
Mount Gambier,2015,7,91.39999999999999
Mount Gambier,2015,8,57.800000000000004
Mount Gambier,2015,9,53.0
Mount Gambier,2015,10,3.6
Mount Gambier,2015,11,23.2
Mount Gambier,2015,12,11.8
Mount Gambier,2016,1,13.200000000000001
Mount Gambier,2016,2,48.4
Mount Gambier,2016,3,28.4
Mount Gambier,2016,4,31.4
Mount Gambier,2016,5,106.6
Mount Gambier,2016,6,163.0
Mount Gambier,2016,7,153.4
Mount Gambier,2016,8,80.60000000000001
Mount Gambier,2016,9,110.4
Mount Gambier,2016,10,71.0
Mount Gambier,2016,11,49.599999999999994
Mount Gambier,2016,12,55.8
Mount Gambier,2017,1,53.8
Mount Gambier,2017,2,30.400000000000002
Mount Gambier,2017,3,74.8
Mount Gambier,2017,4,62.8
Mount Gambier,2017,5,86.0
Mount Gambier,2017,6,12.200000000000001
Mount Ginini,2008,12,97.8
Mount Ginini,2009,1,78.8
Mount Ginini,2009,2,17.0
Mount Ginini,2009,3,16.0
Mount Ginini,2009,4,139.79999999999998
Mount Ginini,2009,5,29.0
Mount Ginini,2009,6,99.80000000000001
Mount Ginini,2009,7,112.6
Mount Ginini,2009,8,103.80000000000001
Mount Ginini,2009,9,142.0
Mount Ginini,2009,10,112.4
Mount Ginini,2009,11,62.0
Mount Ginini,2009,12,111.39999999999999
Mount Ginini,2010,1,37.0
Mount Ginini,2010,2,112.0
Mount Ginini,2010,3,138.0
Mount Ginini,2010,4,22.4
Mount Ginini,2010,5,99.0
Mount Ginini,2010,6,73.39999999999999
Mount Ginini,2010,7,69.0
Mount Ginini,2010,8,189.8
Mount Ginini,2010,9,123.39999999999999
Mount Ginini,2010,10,275.2
Mount Ginini,2010,11,210.0
Mount Ginini,2010,12,242.6
Mount Ginini,2011,1,151.8
Mount Ginini,2011,2,241.20000000000002
Mount Ginini,2011,3,95.6
Mount Ginini,2011,5,72.2
Mount Ginini,2011,6,24.8
Mount Ginini,2011,7,95.8
Mount Ginini,2011,8,106.8
Mount Ginini,2011,9,75.19999999999999
Mount Ginini,2011,10,59.0
Mount Ginini,2011,11,258.0
Mount Ginini,2011,12,172.8
Mount Ginini,2012,1,115.2
Mount Ginini,2012,2,225.8
Mount Ginini,2012,3,303.4
Mount Ginini,2012,4,96.8
Mount Ginini,2012,5,53.800000000000004
Mount Ginini,2012,6,58.0
Mount Ginini,2012,7,106.0
Mount Ginini,2012,8,36.199999999999996
Mount Ginini,2012,9,83.4
Mount Ginini,2012,10,44.6
Mount Ginini,2012,11,86.4
Mount Ginini,2013,1,43.599999999999994
Mount Ginini,2013,3,60.6
Mount Ginini,2013,4,30.4
Mount Ginini,2013,5,52.6
Mount Ginini,2013,6,113.6
Mount Ginini,2013,7,127.0
Mount Ginini,2013,8,112.2
Mount Ginini,2013,9,147.6
Mount Ginini,2013,10,46.6
Mount Ginini,2013,11,61.800000000000004
Mount Ginini,2013,12,27.0
Mount Ginini,2014,1,21.4
Mount Ginini,2014,2,134.4
Mount Ginini,2014,3,113.0
Mount Ginini,2014,4,91.6
Mount Ginini,2014,5,35.2
Mount Ginini,2014,6,124.6
Mount Ginini,2014,7,67.8
Mount Ginini,2014,8,39.6
Mount Ginini,2014,9,38.4
Mount Ginini,2014,10,54.199999999999996
Mount Ginini,2014,11,63.2
Mount Ginini,2014,12,121.0
Mount Ginini,2015,1,100.6
Mount Ginini,2015,2,56.8
Mount Ginini,2015,3,6.8
Mount Ginini,2015,4,120.4
Mount Ginini,2015,5,51.4
Mount Ginini,2015,6,86.39999999999999
Mount Ginini,2015,7,99.6
Mount Ginini,2015,8,88.2
Mount Ginini,2015,9,19.2
Mount Ginini,2015,10,19.8
Mount Ginini,2015,11,135.2
Mount Ginini,2015,12,45.8
Mount Ginini,2016,1,145.4
Mount Ginini,2016,2,41.4
Mount Ginini,2016,3,54.8
Mount Ginini,2016,4,15.6
Mount Ginini,2016,5,106.39999999999999
Mount Ginini,2016,6,274.6
Mount Ginini,2016,7,197.0
Mount Ginini,2016,8,70.6
Mount Ginini,2016,9,241.2
Mount Ginini,2016,10,108.0
Mount Ginini,2016,11,57.8
Mount Ginini,2016,12,92.0
Mount Ginini,2017,1,30.799999999999997
Mount Ginini,2017,2,21.4
Mount Ginini,2017,3,63.6
Mount Ginini,2017,4,90.2
Mount Ginini,2017,5,116.8
Mount Ginini,2017,6,8.4
Newcastle,2008,12,45.0
Newcastle,2009,1,16.0
Newcastle,2009,2,263.99999999999994
Newcastle,2009,3,45.2
Newcastle,2009,4,139.6
Newcastle,2009,5,156.9
Newcastle,2009,6,144.6
Newcastle,2009,7,30.8
Newcastle,2009,8,0.4
Newcastle,2009,9,14.8
Newcastle,2009,10,63.8
Newcastle,2009,11,44.4
Newcastle,2009,12,75.2
Newcastle,2010,1,109.0
Newcastle,2010,2,12.0
Newcastle,2010,3,115.19999999999999
Newcastle,2010,4,23.8
Newcastle,2010,5,124.0
Newcastle,2010,6,144.7
Newcastle,2010,7,104.1
Newcastle,2010,8,68.3
Newcastle,2010,9,24.2
Newcastle,2010,10,56.0
Newcastle,2010,11,189.6
Newcastle,2010,12,60.6
Newcastle,2011,1,41.8
Newcastle,2011,2,73.39999999999999
Newcastle,2011,3,92.3
Newcastle,2011,5,113.0
Newcastle,2011,6,152.3
Newcastle,2011,7,203.9
Newcastle,2011,8,40.8
Newcastle,2011,9,116.60000000000001
Newcastle,2011,10,112.6
Newcastle,2011,11,195.8
Newcastle,2011,12,84.6
Newcastle,2012,1,79.9
Newcastle,2012,2,231.5
Newcastle,2012,3,103.39999999999999
Newcastle,2012,4,134.8
Newcastle,2012,5,15.4
Newcastle,2012,6,176.8
Newcastle,2012,7,67.0
Newcastle,2012,8,48.800000000000004
Newcastle,2012,9,15.400000000000002
Newcastle,2012,10,11.200000000000001
Newcastle,2012,11,17.6
Newcastle,2013,1,150.6
Newcastle,2013,3,193.79999999999998
Newcastle,2013,4,134.0
Newcastle,2013,5,66.10000000000001
Newcastle,2013,6,148.8
Newcastle,2013,7,43.8
Newcastle,2013,8,11.2
Newcastle,2013,9,26.0
Newcastle,2013,10,46.0
Newcastle,2013,11,289.90000000000003
Newcastle,2013,12,17.8
Newcastle,2014,1,12.600000000000001
Newcastle,2014,2,99.1
Newcastle,2014,3,92.4
Newcastle,2014,4,135.20000000000002
Newcastle,2014,5,85.5
Newcastle,2014,6,59.5
Newcastle,2014,7,29.6
Newcastle,2014,8,158.4
Newcastle,2014,9,42.7
Newcastle,2014,10,52.0
Newcastle,2014,11,45.7
Newcastle,2014,12,125.19999999999999
Newcastle,2015,1,149.2
Newcastle,2015,2,88.7
Newcastle,2015,3,70.4
Newcastle,2015,4,360.3
Newcastle,2015,5,132.9
Newcastle,2015,6,85.5
Newcastle,2015,7,25.6
Newcastle,2015,8,26.599999999999998
Newcastle,2015,9,127.8
Newcastle,2015,10,49.599999999999994
Newcastle,2015,11,90.0
Newcastle,2015,12,99.6
Newcastle,2016,1,429.40000000000003
Newcastle,2016,2,49.5
Newcastle,2016,3,70.7
Newcastle,2016,4,64.2
Newcastle,2016,5,14.200000000000001
Newcastle,2016,6,201.4
Newcastle,2016,7,55.4
Newcastle,2016,8,51.9
Newcastle,2016,9,56.0
Newcastle,2016,10,53.4
Newcastle,2016,11,50.8
Newcastle,2016,12,48.6
Newcastle,2017,1,78.0
Newcastle,2017,2,58.9
Newcastle,2017,3,262.4
Newcastle,2017,4,106.60000000000001
Newcastle,2017,5,28.2
Newcastle,2017,6,155.6
Nhil,2013,3,6.0
Nhil,2013,4,11.6
Nhil,2013,5,27.0
Nhil,2013,6,125.0
Nhil,2013,7,61.8
Nhil,2013,8,42.0
Nhil,2013,9,42.0
Nhil,2013,10,29.400000000000002
Nhil,2013,11,3.4
Nhil,2013,12,6.2
Nhil,2014,1,5.8
Nhil,2014,2,8.8
Nhil,2014,3,4.8
Nhil,2014,4,50.2
Nhil,2014,5,43.8
Nhil,2014,6,36.6
Nhil,2014,7,27.8
Nhil,2014,8,22.0
Nhil,2014,9,14.8
Nhil,2014,10,6.8
Nhil,2014,11,6.8
Nhil,2014,12,10.6
Nhil,2015,1,70.8
Nhil,2015,2,11.200000000000001
Nhil,2015,3,2.8
Nhil,2015,4,16.0
Nhil,2015,5,22.4
Nhil,2015,6,24.2
Nhil,2015,7,21.2
Nhil,2015,8,9.4
Nhil,2015,9,25.2
Nhil,2015,10,5.2
Nhil,2015,11,19.0
Nhil,2015,12,10.2
Nhil,2016,1,37.0
Nhil,2016,2,15.2
Nhil,2016,3,34.6
Nhil,2016,4,6.6
Nhil,2016,5,41.0
Nhil,2016,6,43.4
Nhil,2016,7,61.8
Nhil,2016,8,33.6
Nhil,2016,9,93.4
Nhil,2016,10,59.0
Nhil,2016,11,13.599999999999998
Nhil,2016,12,32.0
Nhil,2017,1,23.2
Nhil,2017,2,19.199999999999996
Nhil,2017,3,14.6
Nhil,2017,4,41.0
Nhil,2017,5,64.0
Nhil,2017,6,2.8000000000000003
Norah Head,2009,1,18.6
Norah Head,2009,2,140.8
Norah Head,2009,3,49.60000000000001
Norah Head,2009,4,81.4
Norah Head,2009,5,207.8
Norah Head,2009,6,97.4
Norah Head,2009,7,74.8
Norah Head,2009,8,4.2
Norah Head,2009,9,13.0
Norah Head,2009,10,77.60000000000001
Norah Head,2009,11,7.4
Norah Head,2009,12,84.6
Norah Head,2010,1,49.199999999999996
Norah Head,2010,2,64.6
Norah Head,2010,3,107.6
Norah Head,2010,4,50.4
Norah Head,2010,5,229.0
Norah Head,2010,6,144.20000000000002
Norah Head,2010,7,131.2
Norah Head,2010,8,43.6
Norah Head,2010,9,15.8
Norah Head,2010,10,79.39999999999999
Norah Head,2010,11,168.0
Norah Head,2010,12,65.4
Norah Head,2011,1,41.0
Norah Head,2011,2,40.800000000000004
Norah Head,2011,3,130.4
Norah Head,2011,5,189.0
Norah Head,2011,6,162.8
Norah Head,2011,7,256.6
Norah Head,2011,8,62.4
Norah Head,2011,9,138.8
Norah Head,2011,10,56.6
Norah Head,2011,11,130.20000000000002
Norah Head,2011,12,95.0
Norah Head,2012,1,164.6
Norah Head,2012,2,170.0
Norah Head,2012,3,112.2
Norah Head,2012,4,151.6
Norah Head,2012,5,66.2
Norah Head,2012,6,154.20000000000002
Norah Head,2012,7,75.0
Norah Head,2012,8,60.8
Norah Head,2012,9,31.0
Norah Head,2012,10,11.4
Norah Head,2012,11,83.0
Norah Head,2013,1,178.20000000000002
Norah Head,2013,3,109.2
Norah Head,2013,4,99.6
Norah Head,2013,5,71.6
Norah Head,2013,6,313.8
Norah Head,2013,7,39.599999999999994
Norah Head,2013,8,22.0
Norah Head,2013,9,24.6
Norah Head,2013,10,32.4
Norah Head,2013,11,305.2
Norah Head,2013,12,29.200000000000003
Norah Head,2014,1,9.4
Norah Head,2014,2,144.39999999999998
Norah Head,2014,3,133.4
Norah Head,2014,4,134.2
Norah Head,2014,5,82.0
Norah Head,2014,6,186.20000000000002
Norah Head,2014,7,25.400000000000002
Norah Head,2014,8,218.2
Norah Head,2014,9,52.0
Norah Head,2014,10,75.8
Norah Head,2014,11,24.8
Norah Head,2014,12,70.2
Norah Head,2015,1,167.8
Norah Head,2015,2,96.0
Norah Head,2015,3,98.6
Norah Head,2015,4,321.4
Norah Head,2015,5,118.0
Norah Head,2015,6,88.2
Norah Head,2015,7,41.6
Norah Head,2015,8,19.2
Norah Head,2015,9,92.8
Norah Head,2015,10,71.2
Norah Head,2015,11,110.4
Norah Head,2015,12,115.0
Norah Head,2016,1,232.2
Norah Head,2016,2,17.4
Norah Head,2016,3,154.4
Norah Head,2016,4,54.4
Norah Head,2016,5,12.8
Norah Head,2016,6,195.2
Norah Head,2016,7,82.60000000000001
Norah Head,2016,8,75.4
Norah Head,2016,9,69.2
Norah Head,2016,10,60.199999999999996
Norah Head,2016,11,35.199999999999996
Norah Head,2016,12,69.4
Norah Head,2017,1,49.800000000000004
Norah Head,2017,2,123.8
Norah Head,2017,3,283.6
Norah Head,2017,4,93.6
Norah Head,2017,5,41.8
Norah Head,2017,6,159.6
Norfolk Island,2009,1,64.8
Norfolk Island,2009,2,200.20000000000002
Norfolk Island,2009,3,60.6
Norfolk Island,2009,4,85.8
Norfolk Island,2009,5,36.4
Norfolk Island,2009,6,112.4
Norfolk Island,2009,7,134.4
Norfolk Island,2009,8,35.0
Norfolk Island,2009,9,117.4
Norfolk Island,2009,10,30.599999999999998
Norfolk Island,2009,11,8.2
Norfolk Island,2009,12,14.8
Norfolk Island,2010,1,13.0
Norfolk Island,2010,2,29.8
Norfolk Island,2010,3,23.6
Norfolk Island,2010,4,94.2
Norfolk Island,2010,5,109.0
Norfolk Island,2010,6,96.0
Norfolk Island,2010,7,45.4
Norfolk Island,2010,8,170.2
Norfolk Island,2010,9,92.7
Norfolk Island,2010,10,41.8
Norfolk Island,2010,11,48.0
Norfolk Island,2010,12,19.6
Norfolk Island,2011,1,58.8
Norfolk Island,2011,2,23.0
Norfolk Island,2011,3,266.79999999999995
Norfolk Island,2011,5,152.0
Norfolk Island,2011,6,195.8
Norfolk Island,2011,7,134.4
Norfolk Island,2011,8,244.0
Norfolk Island,2011,9,144.6
Norfolk Island,2011,10,29.200000000000003
Norfolk Island,2011,11,20.6
Norfolk Island,2011,12,328.2
Norfolk Island,2012,1,40.8
Norfolk Island,2012,2,150.6
